loss,key,optimizer,epoch,dense,neuron,score
mean_absolute_error,1,Adamax,50,6,64,0.7531364957840853
mean_absolute_error,1,Adamax,50,6,128,0.8618013433064863
mean_absolute_error,1,Adamax,60,3,64,0.6723706871758474
mean_absolute_error,1,Adamax,60,3,128,0.7624830622696428
mean_absolute_error,1,Adamax,60,4,64,0.6613036853546734
mean_absolute_error,1,Adamax,60,4,128,0.8381223925566605
mean_absolute_error,1,Adamax,60,5,64,0.783063777229548
mean_absolute_error,1,Adamax,60,5,128,0.9329567513302172
mean_absolute_error,1,Adamax,60,6,64,0.5733697256746573
mean_absolute_error,1,Adamax,60,6,128,0.8746628219649807
mean_absolute_error,1,Nadam,30,3,64,-0.0790923648732893
mean_absolute_error,1,Nadam,30,3,128,0.5829659183751956
mean_absolute_error,1,Nadam,30,4,64,0.6785628402309856
mean_absolute_error,1,Nadam,30,4,128,0.7895112627421356
mean_absolute_error,1,Nadam,30,5,64,0.7116460311052831
mean_absolute_error,1,Nadam,30,5,128,0.7604999240198894
mean_absolute_error,1,Nadam,30,6,64,0.7832532722332219
mean_absolute_error,1,Nadam,30,6,128,0.6556264102857687
mean_absolute_error,1,Nadam,40,3,64,0.5528720182858473
mean_absolute_error,1,Nadam,40,3,128,0.7154958466555563
mean_absolute_error,1,Nadam,40,4,64,0.8265294775327854
mean_absolute_error,1,Nadam,40,4,128,0.8682380788876811
mean_absolute_error,1,Nadam,40,5,64,0.7681402053706784
mean_absolute_error,1,Nadam,40,5,128,0.9161975357226904
mean_absolute_error,1,Nadam,40,6,64,0.847876882396285
mean_absolute_error,1,Nadam,40,6,128,0.7518595856341151
mean_absolute_error,1,Nadam,50,3,64,0.6378919065763974
mean_absolute_error,1,Nadam,50,3,128,0.798354271292552
mean_absolute_error,1,Nadam,50,4,64,0.7717236188443755
mean_absolute_error,1,Nadam,50,4,128,0.7822669717964806
mean_absolute_error,1,Nadam,50,5,64,0.8600874832329153
